sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
602,-217,-178,961,-343,110,-98
603,-220,-174,989,-224,138,-100
604,-231,-148,1006,-31,107,-36
605,-214,-148,1022,176,60,52
606,-195,-166,1019,337,-3,66
607,-210,-193,1008,323,-95,68
608,-204,-214,1017,208,-165,48
609,-207,-210,974,8,-171,-1
610,-212,-207,967,-156,-141,-83
611,-218,-206,935,-216,-20,-161
612,-220,-195,946,-236,138,-196
613,-221,-182,969,-228,257,-202
614,-226,-131,996,-167,308,-120
615,-189,-138,1038,10,257,31
616,-186,-175,1037,257,116,76
617,-201,-185,1030,333,-36,56
618,-208,-202,1014,178,-83,44
619,-217,-230,992,-46,-69,-14
620,-217,-225,971,-263,-32,-122
621,-208,-218,944,-361,15,-215
622,-220,-193,941,-294,79,-249
623,-207,-177,946,-107,134,-225
624,-219,-165,980,85,148,-170
625,-205,-173,1034,317,112,-116
626,-203,-171,1052,421,30,-120
627,-206,-189,1027,290,-104,-147
628,-217,-191,1010,26,-206,-131
629,-232,-183,979,-109,-196,-169
630,-233,-180,961,-181,-140,-194
631,-228,-172,963,-163,-91,-176
632,-234,-166,966,-19,-42,-141
633,-214,-160,965,163,5,-120
634,-208,-144,961,317,5,-55
635,-185,-145,1017,426,-48,-10
636,-199,-141,996,475,-163,-14
637,-216,-144,991,354,-268,33
638,-213,-164,979,165,-266,9
639,-220,-157,957,-60,-198,-55
640,-203,-149,962,-240,-97,-61
641,-213,-161,949,-216,26,-96
642,-213,-137,975,-113,83,-61
643,-196,-146,1000,14,101,-6
644,-195,-151,1014,159,64,15
645,-199,-141,1022,204,-56,44
646,-210,-138,1005,233,-134,68
647,-197,-162,992,204,-151,54
648,-204,-184,955,91,-155,27
649,-200,-193,933,-109,-118,-28
650,-186,-194,924,-302,-15,-106
651,-196,-180,923,-382,95,-159
652,-185,-143,941,-357,185,-151
653,-190,-129,1000,-132,202,-53
654,-178,-142,1028,214,130,50
655,-186,-153,1016,487,-38,95
656,-198,-169,1005,522,-153,115
657,-195,-189,982,409,-165,70
658,-197,-201,931,104,-141,-10
659,-212,-180,909,-216,-65,-81
660,-194,-160,925,-390,101,-133
661,-193,-164,918,-404,226,-149
662,-203,-132,951,-261,269,-102
663,-193,-120,1002,55,261,-20
664,-188,-115,1007,428,183,72
665,-211,-135,1032,561,62,167
666,-197,-169,1001,446,9,171
667,-197,-202,970,165,-15,109
668,-212,-189,950,-156,-9,5
669,-213,-197,918,-388,75,-67
670,-211,-195,931,-437,196,-128
671,-202,-167,946,-357,265,-155
672,-194,-139,988,-109,275,-118
673,-198,-117,1025,184,237,-38
674,-188,-125,1045,403,136,91
675,-209,-137,1043,485,5,124
676,-200,-151,1027,341,-93,146
677,-202,-163,977,63,-106,107
678,-234,-170,959,-228,-44,60
679,-216,-176,946,-421,79,29
680,-231,-181,945,-380,200,-12
681,-237,-171,983,-218,292,-18
682,-224,-176,986,-15,325,-12
683,-247,-176,1017,159,310,-26
684,-234,-151,1052,196,259,-8
685,-214,-151,1076,71,130,64
686,-208,-162,1047,-34,-28,68
687,-231,-154,1002,-113,-132,37
688,-232,-169,966,-191,-157,46
689,-243,-181,936,-261,-100,42
690,-234,-192,938,-294,-24,35
691,-232,-206,936,-201,48,3
692,-223,-190,948,-76,85,-28
693,-231,-163,959,65,134,-20
694,-208,-152,996,120,157,39
695,-219,-143,1008,173,134,50
696,-208,-164,1015,128,38,48
697,-213,-167,979,42,-56,42
698,-234,-165,962,-44,-87,11
699,-231,-173,935,-134,-59,5
700,-224,-178,922,-128,17,5
701,-211,-196,918,-44,99,-18
702,-209,-194,938,28,161,-47
703,-220,-163,954,141,204,-75
704,-217,-140,985,243,224,-16
705,-202,-140,1009,262,159,91
706,-208,-171,1035,249,60,89
707,-220,-170,989,104,-44,58
708,-216,-199,966,-74,-93,29
709,-238,-192,935,-146,-59,3
710,-218,-188,942,-107,42,-22
711,-232,-192,956,-21,122,-36
712,-243,-190,971,40,155,-51
713,-232,-177,986,44,175,-12
714,-224,-185,1005,38,157,17
715,-221,-178,1010,61,107,-16
716,-217,-173,1029,16,21,-18
717,-212,-184,1033,-29,-26,-10
718,-200,-175,1016,-25,-18,-49
719,-205,-178,1010,-27,7,-73
720,-199,-175,1017,7,64,-67
721,-228,-168,1038,36,107,-42
722,-233,-162,1087,110,112,-1
723,-231,-175,1125,216,109,13
724,-219,-206,1156,198,38,15
725,-206,-225,1182,55,-9,-73
726,-198,-228,1232,-202,-67,-118
727,-193,-239,1278,-324,-99,-163
728,-199,-198,1328,-218,-65,-194
729,-207,-189,1403,8,-67,-141
730,-206,-148,1493,325,-77,-42
731,-246,-135,1596,669,-67,107
732,-283,-161,1688,983,-110,249
733,-328,-233,1757,960,-282,289
734,-325,-308,1794,522,-628,265
735,-340,-339,1800,120,-1050,146
