sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
336,2,2,1006,-2,-6,-2
337,12,-1,998,2,0,2
338,-10,-2,991,2,2,-2
339,4,-11,1006,-2,-2,-2
340,-10,-13,1002,-2,-2,-2
341,2,-6,988,-2,-2,-2
342,-9,-3,1014,2,2,0
343,5,-7,995,0,2,-2
344,-1,-2,999,2,0,-2
345,5,-6,1004,0,-2,-2
346,-2,0,1007,0,0,-2
347,-2,1,1020,0,2,0
348,9,2,1012,0,0,-4
349,4,-4,1004,0,0,-2
350,3,-8,1001,-2,-2,-2
351,9,-7,1003,-4,-2,0
352,5,-2,1005,0,2,2
353,1,-11,998,-2,-2,-2
354,11,-9,1001,-2,-2,4
355,-2,-2,1005,-2,-4,-2
356,1,-7,1001,-2,-4,0
357,4,-8,995,-2,-4,-4
358,-3,-2,1014,0,0,0
359,-9,9,1002,2,2,-4
360,-2,-2,989,-2,-2,-4
361,5,-2,1005,4,0,0
362,-2,4,1009,-2,0,-2
363,2,-5,1010,-2,-2,-2
364,6,7,1003,0,0,-4
365,0,-3,998,2,2,-2
366,-2,-6,995,-2,-2,4
367,0,-2,1010,0,0,-4
368,-2,4,1006,-2,-4,-4
369,5,-8,1010,0,-4,0
370,-3,2,1003,0,0,-2
371,-1,-9,1015,0,0,2
372,0,9,992,2,2,0
373,1,-5,996,0,2,2
374,1,-3,1008,0,-2,4
375,5,-7,1008,0,-2,0
376,-10,1,1003,2,0,-2
377,-4,-4,1000,-2,-2,-4
378,0,-3,1001,0,-2,-2
379,0,-5,1002,0,0,-2
380,4,-5,1008,-6,-2,2
381,-1,-11,993,-2,-4,0
382,-3,-13,1009,-2,-2,-2
383,5,-9,1009,-2,0,-2
384,8,-9,1006,-2,-4,-2
385,0,0,1017,-2,-2,0
386,-1,-1,994,-4,-4,0
387,-6,-8,1003,-4,-4,-2
388,6,4,1007,-2,-2,0
389,9,-2,1000,0,-6,0
390,6,-6,1004,2,-4,0
391,8,-3,1004,4,2,0
392,5,1,1009,-2,-2,0
393,6,-6,1003,-2,-2,0
394,-2,-3,1007,-2,-6,0
395,1,-3,1014,0,2,0
396,7,-5,983,-2,-2,-6
397,9,-15,1009,-4,-2,-4
398,1,-13,1008,0,2,2
399,-3,2,991,0,0,-4
400,-1,-3,1003,0,2,-2
401,2,1,1012,-2,-2,-2
402,7,-2,1002,2,0,2
403,2,-4,1007,0,2,-4
404,-5,0,1004,2,0,0
405,2,-2,1001,-2,-2,0
406,0,1,998,-2,-2,-2
407,0,6,1009,0,0,2
408,6,-9,1008,-2,-6,0
409,0,-7,1000,0,0,0
410,-2,-3,1006,-4,-2,-2
411,1,1,1009,0,0,-4
412,-3,0,994,-2,-2,-2
413,7,2,1004,-6,-4,0
414,2,-2,1002,2,0,-4
415,-5,0,1001,-2,-2,-2
416,-3,-1,1005,-2,-4,4
417,6,-2,1012,0,0,0
418,0,-6,1005,-2,-4,-2
419,4,1,990,0,0,-2
420,1,-11,987,-2,-2,2
421,-5,2,993,0,2,4
422,-1,-2,1004,-2,-4,0
423,-3,-1,999,-2,-2,2
424,-3,-8,1003,-2,-2,0
425,4,-2,1007,-2,-2,-6
426,-4,-3,1006,-6,-2,0
427,4,-7,1005,2,0,0
428,0,-13,990,2,0,0
429,9,-13,988,0,0,0
430,2,-2,1011,-4,-2,0
431,-1,-3,1012,0,2,-2
432,3,-7,983,0,0,2
433,5,-7,989,-2,-2,0
434,-8,-11,1006,-2,-6,-2
435,6,2,992,0,0,-4
436,4,-4,1010,-2,-2,2
437,1,-2,1002,0,0,-2
438,-2,-6,1014,-2,-2,0
439,-2,-4,1004,0,0,-4
440,3,-3,1002,0,0,-2
441,0,-5,1003,-4,-2,0
442,-3,-11,1002,0,0,-4
443,-1,-6,993,0,0,-2
444,-3,0,1006,2,0,-4
445,-4,-8,993,-2,-2,-4
446,3,-6,1016,-1,-3,-2
447,13,-9,1001,1,3,-4
448,13,-4,1007,-1,-3,2
449,6,1,996,1,5,-2
450,0,-6,1002,-1,-3,0
451,4,-1,1004,5,1,-4
452,1,-10,1003,5,1,-2
453,6,6,1007,1,1,-2
454,2,-7,1001,1,1,0
455,5,-6,999,-1,-3,-2
456,7,3,1002,-3,-5,0
457,9,-3,995,-1,-1,-4
458,13,-7,999,1,3,-2
459,4,-8,1003,3,3,-4
460,-6,-4,1006,-1,-1,2
461,-3,-9,1000,-3,-3,-2
462,-8,-5,1008,1,-1,-4
463,1,-5,1011,-1,-3,0
464,0,-6,1003,1,-1,-2
465,15,-13,998,1,-1,4
466,-3,-13,1003,-1,1,2
467,0,-2,989,-1,-1,-2
468,0,7,994,1,1,0
469,6,-9,1005,-1,-1,0
470,0,-2,1013,1,5,-2
471,-6,-6,993,1,1,-2
472,1,7,1004,-1,-1,-4
473,4,-11,1010,-1,-1,-2
474,4,2,1008,-3,-3,2
475,6,-4,1002,1,1,-4
476,13,-9,1005,-1,-1,0
477,4,6,1004,-1,-1,0
478,6,-5,990,1,1,0
479,1,-4,997,-1,-1,0
